007de2baa2716e6f3cc4cf97dd281eb40b8e1150,4c068e176e4,180b67fd55e,None,kitkat1,
96e3ff0582eb11304a865bd5b8122fda8c9ae6dd,182d5ac07de,74f7faaf04d,None,kitkat1,
ace4fea147ef67bddc29ea8e815bc668c09586a7,98067cd12b7,773398da1b2,None,kitkat1,
9be9a0d8fa7888bb10bf1fad51d56dedceecde71,bc0eadc8405,a660adf6319,None,kitkat1,
bc0eadc84050bddf1cf9e0d9a5544ea584f265f1,a9d1f891cb5,a85e60192e2,None,kitkat1,
a85e60192e23f3dc9babba51c7ee4e89dd7d6e27,905ce17b803,5d67d70f2f0,None,kitkat1,
75afcd43c5c38f728ea081bc6cf0718f87582bc1,adadc5acf61,63ffef3f89e,None,kitkat1,
63ffef3f89e7ffb12c9777d5512cd978baa4c32c,c96710d8e01,4ab50152f63,None,kitkat1,
4379aae10e1439dc0a2a3e207a174dc839fb8024,144d3d63258,e8496b49053,None,kitkat1,
75b3a12715126508733c3bb3e042d9ab05f26d37,9ecf58c51d8,29f950dc2f5,None,kitkat1,
0d2a12ea97d80211269d6bf44298cf6fd3905258,c548c4f1557,443ece99257,None,kitkat1,
443ece992571630d0f4bee1dbea27c4b0e22ac25,c24d8f4a05c,32b467d14c2,None,kitkat1,
30116e1f1c00b1ea13cd5ba2cfa99db43964026a,cd528897d09,41c6a389352,None,kitkat1,
65e012d9455390be094bbeefbfc7adfdccb38550,47fcc2c3e64,117e396f1fa,None,kitkat1,
2b9c821d3f46c7ad831fbeee09b77cb4912949c8,131a9c7fcd2,fcbb6ec458e,None,kitkat1,
6dceb02c384b943fd4e0c74366bda08eaa0e6977,aa2f152cf93,78de4a49060,None,kitkat1,
27729d10592e19289e2a44daa465e17ba21cebe9,bcd54022247,2e2427562a0,None,kitkat1,
ec8f930242964b53c10a2369fe7e7ad7ccd19171,b59088d7bc6,ab5eb58b835,None,kitkat1,
ccfdc8411e24d7a1379b61b7bcdfc152ddf52e8a,533c393a8b2,00716838246,None,kitkat1,
c084bf39dc49cd432e7260a6e14501d6b6fe1ca1,000cc609da3,bb9b9f64da8,None,kitkat1,
d70cb38fead7e393cdfa8b0da56390486c656a20,00adefc44f1,60771c2f6fd,None,kitkat1,
2690548096236093b709b2bfd88ba155097b6e43,bdc0442cb8c,9ef903eeb47,None,kitkat1,
7af259cffe90a91317205694317a55cec92fd742,ddafad484a6,58aedd8f6f7,None,kitkat1,
076960b3dacafa435a40578abf4b58353346e080,30db52660ed,974f74ae38e,None,kitkat1,
4af55c3e85c783f0e655248f76ba2d8f3d2c224d,09fd05efeed,de27e52696a,None,kitkat1,
b1ab49a7db90843cb1f390fc6c6b152f09a572e8,104b69b06b3,8b92815d201,None,kitkat1,
55edd7d7675fa33a2e07e8d2bbf33545ed621612,55bfcd46d04,4534f81029f,None,kitkat1,
4534f81029ffda894e1bcf588c36ab906df0e459,c0d2f442236,2b8c0a15bd6,None,kitkat1,
b8f486665e2629b6730dc2c0a736c85d9027e611,2d8ae1e733e,5c8cbf821d8,None,kitkat1,
